quarter,BAD,predicted_pd
0,0,0.1247336830721779
0,0,0.07783232740850138
0,0,0.04192281415250262
0,0,0.1524628628118801
0,1,0.6059878452649118
0,1,0.6126372019508272
0,1,0.661012465529713
0,1,0.6862914300481984
0,1,0.5244168082172714
0,1,0.6902446111560915
0,1,0.4062396636002987
0,1,0.6114554673284368
0,1,0.5831491773564325
0,1,0.5260691850449103
0,1,0.6618780787151881
0,1,0.5840417346554709
0,1,0.34586605786838037
0,1,0.5818513204735137
0,1,0.299160885237367
0,1,0.5740111765361375
0,1,0.5812123445331855
0,0,0.5859965650974258
0,0,0.41000358789975855
0,0,0.5307393415674938
0,0,0.5134365785423661
0,0,0.38001880071168853
0,0,0.6822949716928589
0,0,0.3687499171609082
0,0,0.6965956533617266
0,0,0.5338153898884114
0,1,0.5479777540996508
0,0,0.6406144015795717
0,0,0.4590260009675949
0,1,0.454194792458512
0,1,0.5485971138219161
0,1,0.584253120374604
0,1,0.5799225496585619
0,1,0.6186681614676891
0,1,0.43805590447719134
0,1,0.5504895935615586
0,1,0.682890677289463
0,0,0.15398154733880187
0,1,0.577451893259965
0,0,0.10608230816336739
0,0,0.0858008915941918
0,0,0.14600839277612238
0,1,0.04420545826949166
0,0,0.03324242737272928
0,0,0.07480388031138406
0,0,0.0760347646287555
0,0,0.1613959384595429
0,0,0.047921329413674135
0,1,0.5998227090150449
0,0,0.08997641853469512
0,0,0.1458862148696953
0,0,0.10529412377904633
0,1,0.6159656896319003
0,0,0.27584696099783884
0,1,0.5527383518294604
0,1,0.19301634853661434
0,0,0.04498178395793355
0,0,0.09899378551733028
0,0,0.10461701384671185
0,0,0.07265838991933543
0,0,0.11405667537294265
0,0,0.5868277065648265
0,0,0.15783840087625373
0,0,0.6496149688326723
0,1,0.5622222070302341
0,0,0.5642415300084296
0,0,0.04349673977791359
0,1,0.009564290656060894
0,0,0.39170740673519944
0,0,0.07336065335516047
0,1,0.044247451339018126
0,0,0.4135716687405701
0,0,0.14449154469215428
0,1,0.5811970057074822
0,0,0.1194542673655002
0,0,0.11120915242793189
0,0,0.06233632005332327
0,0,0.2728571425190283
0,0,0.21555451775280435
0,0,0.21775287413436656
0,0,0.13515338435039595
0,0,0.09047955619704909
0,0,0.17152021431702716
0,1,0.5838012704322512
0,1,0.4946920878407519
0,0,0.14770557476750704
0,0,0.1290220379125184
0,0,0.05886915608533934
0,0,0.23855713564163145
0,1,0.6039806436393379
0,0,0.12173851465273154
0,0,0.09624551931804819
0,0,0.14829836458242265
0,0,0.1862994393819782
0,0,0.1825521018000545
0,1,0.5204639853687814
0,1,0.6263378872610949
0,0,0.43962045163636504
0,1,0.5521446028949343
0,1,0.49394227892582926
0,0,0.1444756065132425
0,0,0.12309879776640115
0,0,0.39424480467695217
0,0,0.06498913082272771
0,1,0.11968605091950653
0,1,0.1073853757856575
0,1,0.16772505415775557
0,0,0.06785625264553583
0,0,0.07824619584217929
0,1,0.0992541793153394
0,0,0.2211958391981607
0,0,0.17211527170385565
0,0,0.1855189996237884
0,0,0.13384413018146238
0,1,0.4319187751821256
0,1,0.5122232932771797
0,0,0.1503887221270594
0,0,0.0432984169407731
0,0,0.10251071128334992
0,0,0.22517152902733756
0,0,0.17660810190987156
0,0,0.08943654323130973
0,0,0.1631815799099145
0,0,0.06737923989810403
0,0,0.206631718949224
0,0,0.09096757559850287
0,1,0.6193505715219896
0,1,0.5298762459931666
0,1,0.5695625669020528
0,1,0.07789526430757562
0,0,0.07311216561031392
0,0,0.09716514274193233
0,0,0.035806948559710394
0,1,0.04860782089761292
0,0,0.2127873043970313
0,0,0.12773057252218087
0,0,0.08506467019932883
0,0,0.030433814587854977
0,0,0.0366674149774475
0,0,0.046433181564834676
0,0,0.043152856505093005
0,1,0.156964288368458
0,0,0.06316777526407741
0,0,0.1529640432921768
0,0,0.06306892132112206
0,0,0.219632662814446
0,1,0.6283530956449458
0,0,0.07852868377559102
0,1,0.37549640828005176
0,0,0.3869407571826211
0,0,0.2677340267566312
0,1,0.06521756621041887
0,0,0.08529240901284627
0,0,0.14078760534107498
0,1,0.5868121769524954
0,0,0.13059557390059623
0,0,0.09768131077553567
0,1,0.4841806747307745
0,1,0.5580129758756917
0,1,0.602531287603767
0,1,0.5716408502094085
0,1,0.5732311309917593
0,1,0.5798254016030063
0,1,0.6053270657890588
0,1,0.5135637074813136
0,1,0.5985949656562274
0,1,0.46334284763544764
0,0,0.3721551452052268
0,0,0.6001546192471124
0,0,0.5839235934592374
0,0,0.5023293842860084
0,0,0.4222549099359321
0,0,0.5631801156594867
0,0,0.5322678957606993
0,0,0.3183906811890938
0,1,0.567838250590275
0,1,0.5309417806802356
0,1,0.6613345040184446
0,1,0.4496510556800019
0,0,0.07157832593389911
0,0,0.3636132469481478
0,1,0.2628452187257691
0,0,0.5172873727213323
0,0,0.5735448184403628
0,0,0.6211436772762842
0,0,0.11241703157218234
0,0,0.23814602852544978
0,0,0.3183059615867996
0,1,0.11315866617856396
0,0,0.15782613500736767
0,0,0.07939354743290963
0,0,0.08055020906204481
0,0,0.3989428324499659
0,0,0.22503038240830972
0,0,0.24503267551431682
0,0,0.13119474874278503
0,0,0.08155218367633492
0,0,0.12181337747555006
0,0,0.21609127758856325
0,0,0.08515643402843563
0,0,0.10165415956049165
0,0,0.06718769612446648
0,1,0.5829599518131413
0,0,0.1948963791260774
0,1,0.511423190924494
0,0,0.07433728893400364
0,0,0.08492513509226388
0,0,0.12670481176755244
0,0,0.23668163115034477
0,0,0.4083474977948132
0,0,0.19054477025354338
0,0,0.0828917564187647
0,0,0.09766942519387263
0,0,0.11405577217975549
0,0,0.5598992593202428
0,0,0.08120350900751254
0,0,0.15337173250354277
0,0,0.05750339582125677
0,0,0.07849404718609584
0,1,0.5261402918584562
0,1,0.6480800421189451
0,0,0.10078983722531175
0,0,0.15545522836276573
0,0,0.21121311476383609
0,0,0.09816281246284357
0,0,0.21428845926376175
0,1,0.1346536985711367
0,0,0.06893065803279265
0,0,0.19737900097701366
0,1,0.5200700729954609
0,0,0.022766095419075552
0,0,0.33835855826369465
0,0,0.1066555150766505
0,0,0.21194588205230314
0,0,0.047959064137028995
0,0,0.02876073182875521
0,0,0.05432730302905926
0,0,0.07901043909009832
0,0,0.11245502943071732
0,0,0.12796793198121417
0,0,0.1491625841641604
0,0,0.08118085823515239
0,0,0.10591930234475033
0,0,0.03129808864822644
0,0,0.23954715792489073
0,0,0.1857091701809257
0,0,0.13857052261509709
0,0,0.0621536303213791
0,1,0.09373822564891997
0,0,0.23658651419137317
0,0,0.15833387282885705
0,0,0.16557230931767114
0,0,0.2396378678760886
0,0,0.09265615107661297
0,1,0.5956224088959244
0,1,0.5736474157836877
0,1,0.46961621069773846
0,0,0.5643307853176769
0,0,0.33137312416596254
0,0,0.41384697358325323
0,0,0.6487957924450636
0,0,0.4177584929815164
0,1,0.2793926400953124
0,0,0.05134803495529834
0,0,0.24745004383079744
0,1,0.017284684827360012
0,0,0.13891630901163404
0,0,0.11670521823575808
0,0,0.3800937060923047
0,0,0.4022556516845046
0,0,0.0798238763364396
0,0,0.14041634783686763
0,0,0.1061539861930418
0,0,0.4032285721210101
0,0,0.022942793686185854
0,0,0.3519911749560167
0,0,0.24194122293748035
0,1,0.10064644057002167
0,0,0.09807373339902067
0,0,0.2196081091640274
0,0,0.188194256968119
0,1,0.05697314311863439
0,1,0.09158571034689734
0,0,0.059124191606371855
0,0,0.21886542282591026
0,0,0.09351369610691783
0,0,0.08539998478889081
0,0,0.10837768160180587
0,1,0.013771366563541877
0,0,0.19091767779486155
0,0,0.21246275985209706
0,0,0.19318215315007187
0,0,0.20873179046666565
0,0,0.08179040092425181
0,0,0.3940094820253768
0,0,0.19998208233020906
0,0,0.1771844127869058
0,0,0.0814620521465171
0,1,0.5866167841226577
0,0,0.6151270609634322
0,0,0.19215661237737014
0,1,0.6328542770471477
0,0,0.07101192243577882
0,0,0.07363873141891106
0,0,0.07491524029691338
0,0,0.048664582830809745
0,0,0.18772906257232677
0,0,0.0716942905727373
0,0,0.265951471400641
0,1,0.11256561764159007
0,1,0.6264155512188003
0,1,0.08819669720386035
0,1,0.5080346761291159
0,0,0.10861144480690085
0,0,0.6090463917544737
0,0,0.3566810701838717
0,0,0.08042485628223112
0,0,0.16903810605346534
0,0,0.09094607474378513
0,0,0.05922523485803543
0,0,0.027073585767935372
0,0,0.17680097909261264
0,0,0.0954514175324014
0,0,0.09052568112765993
0,0,0.09224379873427192
0,0,0.07242116517808667
0,0,0.07595200423091153
0,0,0.07971863458465135
0,0,0.057692686092637134
0,0,0.09779214907757068
0,1,0.639847594090272
0,1,0.5467379831049964
0,1,0.6582103170831303
0,1,0.4721124601383896
0,1,0.42357177269493923
0,1,0.5323508540397182
0,0,0.4537701098323278
0,0,0.5773757424177189
0,0,0.3833835552172357
0,0,0.4350718161368334
0,0,0.6585379674345953
0,0,0.4472382421866339
0,0,0.6227029252667224
0,0,0.4467030845914401
0,1,0.500773587492502
0,1,0.5443440913528992
0,1,0.6120708335524492
0,1,0.6030192955616093
0,1,0.4999729923253987
0,1,0.44585355423648937
0,1,0.36229341018431616
0,1,0.5763941046058788
0,0,0.09949126127512342
0,1,0.08004255616479407
0,0,0.1869435468077688
0,0,0.10444702585560854
0,0,0.034653386950474555
0,1,0.5091771264894379
0,1,0.6278881577063774
0,0,0.07229285651857044
0,0,0.12245975816779203
0,0,0.533496037250612
0,0,0.0320399694033343
0,0,0.22165646630993335
0,0,0.0839826662389981
0,0,0.05774250991091648
0,0,0.21892654369452327
0,0,0.10909998199641104
0,0,0.24226916559690614
0,1,0.5926341347977477
0,0,0.11855970306686045
0,0,0.06485988552029019
0,0,0.10357028270108841
0,0,0.18893369218425657
0,0,0.5999833064164473
0,1,0.5241796203705149
0,1,0.46846571113404284
0,0,0.05856592376311972
0,1,0.04501145436107168
0,0,0.09009514311894984
0,0,0.1776436272893818
0,1,0.061952151089360245
0,0,0.3563664119284649
0,0,0.1987708841842656
0,1,0.5703538212667769
0,1,0.6331797126477009
0,1,0.6656928676529235
0,1,0.6832429260365498
0,0,0.591127862375302
0,0,0.0830882795683081
0,0,0.06340875445788291
0,0,0.02694540448926377
0,0,0.09094524695957706
0,0,0.11618724866169115
0,0,0.06657473568417498
0,0,0.2657515618403503
0,1,0.45015474888877843
0,0,0.03000253796196629
0,0,0.1956500155382893
0,0,0.13527743549203639
0,0,0.2585917475168331
0,0,0.09575276222584608
0,0,0.1697050135328704
0,0,0.41160471565454904
0,0,0.22868776549659167
0,0,0.14327983403505784
0,1,0.08273327239032936
0,0,0.07606976432914188
0,0,0.573563904121878
0,0,0.04659913083488199
0,1,0.47058848138245646
0,0,0.13769495269841497
0,1,0.5853398200335261
0,0,0.13435830525606762
0,0,0.08106705037427733
0,1,0.09619851087748303
0,0,0.12773124295501304
0,0,0.42505912739899265
0,0,0.07047426536600818
0,0,0.15673685303409685
0,0,0.188784477799683
0,0,0.11384835445667148
0,1,0.37492700359428655
0,1,0.5056479505224241
0,1,0.5421201819261873
0,1,0.5515154116272127
0,1,0.5444154906913128
0,1,0.5350658602541531
0,1,0.501090373215502
0,1,0.6387295554986478
0,1,0.4987879202908327
0,1,0.5074025509634107
0,1,0.621295090485756
0,0,0.5677506309170889
0,0,0.47749444093518734
0,0,0.46453304105498533
0,1,0.4072044552240111
0,1,0.6473282711843416
0,1,0.2940317280863996
0,1,0.5385424270064876
0,1,0.520944929587753
0,1,0.12379086209536228
0,0,0.14586015724055
0,0,0.1022816787917515
0,0,0.13132258374233782
0,1,0.3597474463078198
0,0,0.0998543823637033
1,0,0.3160129301747583
1,0,0.11995707398249791
1,0,0.06819374444922598
1,0,0.0729926725595811
1,0,0.1377922073647456
1,0,0.11003380237158261
1,0,0.031282795124076744
1,0,0.15267591799884103
1,0,0.20108736920246678
1,0,0.1454403648064155
1,0,0.0962187923446016
1,0,0.4815568007001276
1,0,0.5981880447644528
1,0,0.12980103560336745
1,0,0.19686247135294255
1,1,0.5565453062608572
1,0,0.07205874831262568
1,0,0.0724040651966818
1,0,0.13299072265334763
1,0,0.5917042472117997
1,1,0.28594088610786994
1,0,0.11407438270496806
1,0,0.14795447324308975
1,0,0.0953627049790826
1,0,0.07274321830826314
1,0,0.08556267961230299
1,0,0.10712778884188463
1,0,0.42007880112507845
1,0,0.5392666125230662
1,0,0.07070919180215074
1,0,0.05422209844032949
1,0,0.10067727377182487
1,0,0.5370219417338433
1,0,0.09266540122408563
1,1,0.1179028184867632
1,0,0.2017919583192804
1,0,0.09950717639239648
1,1,0.7091606244438861
1,0,0.15064147189754482
1,0,0.07314086598025221
1,0,0.06765131590753021
1,0,0.08368058119831295
1,0,0.11400730310199256
1,0,0.06250605327109456
1,0,0.5859462729894421
1,1,0.07702739871361715
1,0,0.07270106125128334
1,0,0.04275693563023863
1,0,0.21232788432836353
1,0,0.09684035316131802
1,0,0.5709906553351392
1,0,0.04702837942113792
1,0,0.11375922162136054
1,0,0.15864917649571106
1,0,0.15261944857989748
1,0,0.12110004709973023
1,0,0.07632868050624779
1,0,0.26791165971102116
1,1,0.04892605295754812
1,1,0.5409710582972346
1,1,0.6331166683718296
1,1,0.5287373265057732
1,1,0.45649378466565016
1,1,0.6867121726350486
1,1,0.5509459760205601
1,1,0.5970518886659536
1,0,0.5819807654535724
1,0,0.6017756162702775
1,0,0.5912196433495917
1,0,0.5679063074553765
1,0,0.7043138660318254
1,0,0.4358708439337491
1,0,0.6504790634127284
1,0,0.4621375823297003
1,0,0.4904363827802838
1,0,0.6359778363448889
1,0,0.5409753902929352
1,0,0.5793680337969972
1,1,0.5628204235947711
1,1,0.6071747708967686
1,1,0.6387182184283172
1,1,0.6250228800534212
1,1,0.5578098552361098
1,1,0.42005574219967723
1,1,0.15670440471468328
1,0,0.0823430089141478
1,1,0.1722014471613276
1,0,0.05069076851536233
1,0,0.15168418637109146
1,0,0.23341761654270354
1,0,0.321940628543363
1,0,0.12485618196840004
1,0,0.09110935732733792
1,0,0.08134212000121555
1,0,0.08353375619727772
1,0,0.5793829185524678
1,0,0.2520424269882155
1,0,0.03909577995918616
1,0,0.2036020218360805
1,0,0.05036528761489063
1,0,0.1349282019506955
1,0,0.26097398396817073
1,0,0.10744236230435912
1,0,0.6019013731277678
1,0,0.11120047107302858
1,1,0.2736499525922678
1,0,0.1990297743237127
1,0,0.11064786353799044
1,0,0.16264220812190835
1,0,0.05009979733056372
1,1,0.09734727795700443
1,0,0.2205596049910139
1,0,0.09873225904047504
1,0,0.12164001526203647
1,0,0.17780250342072668
1,0,0.05264451757442774
1,0,0.026864905931679228
1,0,0.14080011205288218
1,0,0.10665988417536376
1,0,0.07472648046759045
1,0,0.44982096442650715
1,0,0.06994567532031563
1,0,0.2128643277704158
1,0,0.07225564792770009
1,0,0.1623251156366913
1,0,0.1239984332138972
1,0,0.1064029381034011
1,1,0.6856491479815088
1,0,0.07605630234639506
1,0,0.06609246881959854
1,0,0.07839792301998975
1,0,0.11449265344525139
1,0,0.11542495811291469
1,0,0.048049515342746284
1,0,0.1004780005818494
1,1,0.08630216377962989
1,0,0.097276843402994
1,0,0.0945292056654531
1,0,0.24787112091293065
1,0,0.13737554386753087
1,0,0.11542677959031963
1,0,0.07080451976842624
1,0,0.11459381073385688
1,1,0.4698002319644571
1,0,0.10994980861817064
1,0,0.08837041604928106
1,0,0.06722258566094107
1,0,0.029373848108155447
1,0,0.1188237210825777
1,0,0.45703207542762325
1,0,0.12668384925467555
1,1,0.6201376392109328
1,0,0.06965622852026372
1,0,0.07260977796470929
1,0,0.14611315793397173
1,0,0.10088498617526778
1,0,0.15756374076903168
1,0,0.11145868559384989
1,0,0.11159899338935088
1,0,0.05366180142346827
1,0,0.14314887923695752
1,0,0.18761661608004274
1,1,0.43989375947338966
1,0,0.051281140187221505
1,0,0.09651723889943958
1,0,0.13823277317789978
1,0,0.15869262330253597
1,0,0.0808528199915012
1,0,0.11918582497337842
1,0,0.03267626360790547
1,0,0.15190119716287617
1,0,0.09142328985961318
1,0,0.19919486069752976
1,0,0.15137509375611957
1,0,0.04151342954877264
1,0,0.2569325067376605
1,0,0.1927254713933473
1,1,0.4639914496423801
1,0,0.5362377862325904
1,1,0.3748558834791641
1,0,0.178141381346071
1,0,0.12167097752535613
1,0,0.10074649845763878
1,0,0.09148922484417367
1,0,0.2579009188011238
1,0,0.1800987020663107
1,0,0.25459691654157
1,1,0.03854076533086644
1,0,0.09006296117675985
1,0,0.12040128593926937
1,0,0.02902198621961886
1,1,0.6261056483756485
1,1,0.09163944092837083
1,0,0.24392377892039566
1,0,0.08842795061235205
1,0,0.04833160662181405
1,0,0.10594478616623493
1,0,0.08115352634521521
1,1,0.5602682673916037
1,0,0.3736026536718412
1,0,0.48918432330114453
1,1,0.5303171139047528
1,1,0.3582219604308253
1,0,0.1158470257998295
1,0,0.08851983479013881
1,0,0.08628431869299567
1,0,0.051298329457515786
1,0,0.12584456632955376
1,0,0.05899751324064799
1,0,0.08508656980437188
1,0,0.08039061660118395
1,0,0.14541251932781377
1,0,0.07669934390568425
1,1,0.5513809871290543
1,0,0.030382915313054187
1,0,0.150071777255596
1,0,0.16463019586468164
1,0,0.11757843253576176
1,0,0.15309612027931932
1,0,0.1322224144855072
1,0,0.05321109115841795
1,0,0.38209386805402284
1,0,0.11353956360009212
1,1,0.09319561551122366
1,0,0.39219392808149495
1,1,0.580918017523999
1,0,0.1248770861832775
1,0,0.07502865159895356
1,0,0.05435158405014027
1,0,0.6142944132202898
1,0,0.08946196930000075
1,0,0.11109678252216981
1,0,0.07334660113777423
1,0,0.4114528894932415
1,0,0.07664086727864398
1,0,0.12978642629933848
1,0,0.08837380682310163
1,1,0.05503362650282604
1,0,0.026335614652643297
1,0,0.1238258340214515
1,0,0.10831618420830189
1,0,0.08980852348622421
1,0,0.12464239114912573
1,0,0.14828204375737428
1,0,0.10734332253622704
1,0,0.055205332583830494
1,0,0.1327579386982046
1,0,0.2613957894897297
1,0,0.10486951713579046
1,1,0.3328809422340732
1,0,0.07277479611530416
1,0,0.1026331309215042
1,0,0.12157677682656595
1,0,0.09248874650215867
1,0,0.20627400161276205
1,1,0.14776893422973755
1,0,0.10222902784311654
1,0,0.12562570587030558
1,0,0.43239901821352716
1,0,0.08497463237532354
1,0,0.08477965232358692
1,0,0.2255999403606392
1,0,0.07280392016356009
1,0,0.19351946492429803
1,0,0.0727506156298832
1,0,0.048514144252123075
1,0,0.07648731576456032
1,0,0.11788787017070806
1,0,0.1119332628696709
1,0,0.09521646972993847
1,0,0.18072953150801152
1,1,0.6931102134927183
1,1,0.5977605131676222
1,1,0.5386632289972687
1,0,0.04343508419825175
1,0,0.12434737168011327
1,1,0.5745367151410503
1,0,0.08937592515369805
1,0,0.17937213026917861
1,1,0.32460435396768517
1,1,0.21938296985481534
1,0,0.08864062348433611
1,1,0.5724349389430957
1,0,0.07921113401550564
1,0,0.03264174694561843
1,0,0.22290474810304012
1,0,0.10464869815876322
1,0,0.20399274062285375
1,0,0.12857729564587658
1,0,0.055845141780188
1,1,0.4980024575144944
1,0,0.05331972742759761
1,0,0.11161900967375715
1,0,0.10440045651383154
1,0,0.06409584721353784
1,1,0.12309693199073206
1,0,0.1879519986312664
1,1,0.5165244414983224
1,1,0.14522593353086768
1,1,0.16233658580226434
1,1,0.1502329269043744
1,0,0.10028407026629359
1,0,0.07672968496780862
1,1,0.45954184464336834
1,0,0.11060118739310193
1,0,0.17356886937779142
1,0,0.11296888381355813
1,0,0.0829398325881905
1,0,0.10621014891503924
1,1,0.20278279658984938
1,0,0.06773179401082415
1,0,0.10027998979026967
1,0,0.04364987791842871
1,0,0.02549105578284311
1,1,0.1546737507751441
1,0,0.10821307364351765
1,0,0.10666997271470408
1,1,0.14431155174969446
1,0,0.0962774533328292
1,1,0.5619654351288513
1,1,0.623443256128041
1,0,0.6137367975842498
1,0,0.4523322712249538
1,0,0.2862484445016062
1,0,0.41930811601390294
1,0,0.5567079795487124
1,0,0.5239850885718585
1,0,0.5126358070813807
1,0,0.39635840498578595
1,1,0.6042732570803143
1,1,0.08927426346350181
1,0,0.12252234111335611
1,1,0.10147153517108133
1,0,0.11454647306883639
1,0,0.18880090992003123
1,0,0.08136522188174411
1,0,0.18887521991937548
1,0,0.09382409671904954
1,0,0.3559554614079513
1,0,0.07604227508672423
1,0,0.11898690887837558
1,1,0.09405443375273344
1,0,0.06983843165692238
1,0,0.09690322956141902
1,1,0.605079575410109
1,1,0.5070171433026102
1,1,0.21779193334943714
1,0,0.22808541117390896
1,0,0.18136751059476597
1,0,0.0915328246194412
1,0,0.24016414888583132
1,0,0.09578956911078554
1,0,0.19965778127938857
1,0,0.0643632521099984
1,0,0.08717651893636487
1,0,0.17099470677341894
1,0,0.08058408452833513
1,0,0.07916886198973198
1,0,0.24845377513882808
1,0,0.46868830048335797
1,1,0.5706171688706861
1,1,0.5441505607343335
1,0,0.17001409929095687
1,0,0.12718785926371234
1,0,0.1073735031126769
1,0,0.12361136549723586
1,0,0.12426014805723609
1,0,0.11274356077131678
1,0,0.12763953882611026
1,0,0.1423926427746636
1,0,0.2034685306172468
1,0,0.055239058373421454
1,0,0.06835742852064969
1,0,0.09608168120542608
1,0,0.0875115498096499
1,0,0.10188503911797295
1,0,0.07792408635587511
1,0,0.05419914466357317
1,0,0.07845577990097642
1,0,0.10262511909335886
1,1,0.24228921671461168
1,1,0.5898183169189707
1,1,0.5187930604318127
1,0,0.6509129957467645
1,0,0.40251145764958723
1,0,0.04369335935320771
1,0,0.22653319936581115
1,0,0.04489995461893142
1,1,0.1513754024723364
1,0,0.14836088110855172
1,0,0.06084421720180788
1,0,0.12053586983347801
1,0,0.08112339013448183
1,0,0.08637383109074527
1,0,0.1111325108232319
1,0,0.08387848860139939
1,0,0.11405650779389485
1,1,0.08713442693956787
1,0,0.10090004155468785
1,0,0.1136563826753608
1,0,0.04573600855174583
1,0,0.06480707976841431
1,0,0.5130121493302539
1,0,0.5567066341311291
1,0,0.05627016790580655
1,0,0.10996316960109283
1,0,0.1076468731478291
1,0,0.0704866393544221
1,0,0.11571028519138819
1,0,0.0785148033778433
1,0,0.0563635290058623
1,0,0.2378403679309669
1,0,0.1646475492463347
1,0,0.11132198812534023
1,0,0.06702007840980737
1,0,0.07378945981723811
1,0,0.096922906443541
1,0,0.0560362703701849
1,0,0.1953342022912453
1,0,0.12036562152498147
1,0,0.08350321452606671
1,1,0.5966542192297541
1,1,0.2026669761714688
1,0,0.11087462738945217
1,0,0.17591838917859098
1,0,0.09037548853237859
1,0,0.17462430755347383
1,0,0.20516035925796894
1,0,0.1352442387671947
1,0,0.49900104555852737
1,0,0.05779896345381014
1,0,0.6154213772882761
1,0,0.10779388310527699
1,0,0.19668889450316782
1,0,0.09865359192502557
1,0,0.09509075678274265
1,1,0.15720680908447474
1,0,0.07859029514364775
1,1,0.59063717390325
1,0,0.12094969030784092
1,0,0.16497013609813865
1,0,0.1130017815365206
1,0,0.07473332672313249
1,0,0.30068419539239727
1,0,0.10149490705667766
1,1,0.037312171561714604
1,0,0.03239924145570412
1,0,0.5892153565030229
1,0,0.14493101801055577
1,0,0.14432375111387546
1,0,0.08513767432319044
1,0,0.3723445051099499
1,1,0.5485939070285646
1,0,0.10383169423736915
1,0,0.10444834575444767
1,0,0.09546101994792096
1,0,0.07659662769369331
1,0,0.21069234921897043
1,0,0.14869125530446126
1,0,0.16838289837630777
1,0,0.1271633545790609
1,0,0.07852740692456568
1,0,0.03466548026161341
1,0,0.028861232660005644
1,0,0.08205899287388346
1,1,0.45697671942316964
1,0,0.483861544991539
1,0,0.30629181750820356
1,0,0.46065458920972574
1,1,0.6348449109122425
1,1,0.5179767110941277
1,0,0.14376407423078072
1,0,0.09187644578153423
1,0,0.05740860075984997
1,0,0.18355971818319833
1,0,0.1137343467120846
1,1,0.012238472678423875
1,0,0.03958815739128769
1,0,0.20302181674967093
1,1,0.5591373406553368
1,0,0.1362130739832387
1,0,0.12510181526811792
